user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
WILDCHIMP_D01_WC4_S4__DASTool_bins.concoct.044	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Phoenicibacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_963592435.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Phoenicibacter;s__Phoenicibacter sp963592435	81.51	0.208	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Phoenicibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	88.36	11	0.98052	N/A
WILDCHIMP_D01_WC4_S4__DASTool_bins.concoct.066	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp963640685	GCA_963640685.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp963640685	98.64	0.86	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
WILDCHIMP_D01_WC4_S4__DASTool_bins.concoct.074	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Physcousia;s__	N/A	N/A	N/A	N/A	N/A	GCA_963634425.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Physcousia;s__Physcousia sp963634425	89.94	0.813	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Physcousia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963637205.1, s__Physcousia sp963637205, 95.0, 81.12, 0.193	95.33	11	0.99465	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_D01_WC4_S4__DASTool_bins.concoct.085	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	92.63	11	0.96872	N/A
WILDCHIMP_D01_WC4_S4__DASTool_bins.concoct.088	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RGIG5612;s__	N/A	N/A	N/A	N/A	N/A	GCA_963589005.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RGIG5612;s__RGIG5612 sp963589005	88.53	0.651	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RGIG5612;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963599255.1, s__RGIG5612 sp963599255, 95.0, 89.72, 0.682; GCA_963591145.1, s__RGIG5612 sp963591145, 95.0, 83.55, 0.303	94.6	11	0.99698	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_D01_WC4_S4__DASTool_bins.concoct.132	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG420;s__	N/A	N/A	N/A	N/A	N/A	GCA_963638085.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG420;s__RUG420 sp963638085	94.39	0.89	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG420;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963620745.1, s__RUG420 sp963620745, 95.0, 92.35, 0.828; GCA_963647215.1, s__RUG420 sp963647215, 95.0, 91.51, 0.789; GCA_963600825.1, s__RUG420 sp963600825, 95.0, 90.82, 0.764; GCA_963640645.1, s__RUG420 sp963640645, 95.0, 90.7, 0.811; GCA_963623075.1, s__RUG420 sp963623075, 95.0, 88.76, 0.693	97.12	11	0.99808	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_D01_WC4_S4__DASTool_bins.concoct.137	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__QAMH01;g__CAVAWX01;s__	N/A	N/A	N/A	N/A	N/A	GCA_963614215.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__QAMH01;g__CAVAWX01;s__CAVAWX01 sp963614215	93.18	0.802	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__QAMH01;g__CAVAWX01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963592385.1, s__CAVAWX01 sp963592385, 95.0, 88.9, 0.533; GCA_963642995.1, s__CAVAWX01 sp963642995, 95.0, 87.9, 0.564; GCA_963621315.1, s__CAVAWX01 sp963621315, 95.0, 87.17, 0.401	89.54	11	0.9931	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_D01_WC4_S4__DASTool_bins.concoct.144_sub	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp963641545	GCA_963641545.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp963641545	96.82	0.861	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963652435.1, s__Parabacteroides sp963652435, 95.0, 89.99, 0.74	N/A	N/A	N/A	N/A
WILDCHIMP_D01_WC4_S4__DASTool_bins.concoct.165	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus saprophyticus	GCF_000010125.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus saprophyticus	99.53	0.933	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_013391405.1, s__Staphylococcus sp013391405, 95.0, 90.22, 0.774; GCF_002614725.1, s__Staphylococcus edaphicus, 95.0, 86.31, 0.555	N/A	N/A	N/A	N/A
WILDCHIMP_D01_WC4_S4__DASTool_bins.concoct.193_sub	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__UBA9732;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__UBA9732;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	87.55	11	0.96667	N/A
WILDCHIMP_D01_WC4_S4__DASTool_bins.concoct.196	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp030529945	GCA_030529945.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp030529945	95.18	0.791	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963608065.1, s__Cryptobacteroides sp963608065, 95.0, 89.92, 0.713; GCA_963656985.1, s__Cryptobacteroides sp963656985, 95.0, 94.08, 0.786	N/A	N/A	N/A	N/A
WILDCHIMP_D01_WC4_S4__DASTool_bins.concoct.230_sub	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Suilimivivens;s__Suilimivivens sp963618065	GCA_963618065.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Suilimivivens;s__Suilimivivens sp963618065	97.27	0.804	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_000438155.1, s__Suilimivivens sp000438155, 95.0, 88.32, 0.505; GCA_900553305.1, s__Suilimivivens sp900553305, 95.0, 90.56, 0.597; GCA_021628825.1, s__Suilimivivens sp021628825, 95.0, 90.36, 0.608; GCA_963638365.1, s__Suilimivivens sp963638365, 95.0, 91.58, 0.624; GCA_963650485.1, s__Suilimivivens sp963650485, 95.0, 90.88, 0.632	N/A	N/A	N/A	N/A
WILDCHIMP_D01_WC4_S4__DASTool_bins.concoct.232	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rs-D84;f__Rs-D84;g__Enterousia;s__Enterousia sp963630775	GCA_963630775.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rs-D84;f__Rs-D84;g__Enterousia;s__Enterousia sp963630775	97.6	0.897	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_030531915.1, s__Enterousia sp030531915, 95.0, 90.58, 0.674; GCA_002437665.1, s__Enterousia sp002437665, 95.0, 91.68, 0.792; GCA_900546225.1, s__Enterousia sp900546225, 95.0, 90.34, 0.749; GCA_900549365.1, s__Enterousia sp900549365, 95.0, 88.78, 0.716	N/A	N/A	N/A	N/A
WILDCHIMP_D01_WC4_S4__DASTool_bins.maxbin2.070	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__CADBOM01;g__CAVLCC01;s__	N/A	N/A	N/A	N/A	N/A	GCA_963661535.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__CADBOM01;g__CAVLCC01;s__CAVLCC01 sp963661535	81.95	0.231	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__CADBOM01;g__CAVLCC01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	92.26	11	0.98261	N/A
WILDCHIMP_D01_WC4_S4__DASTool_bins.maxbin2.100	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__W3P20-009;s__W3P20-009 sp963616565	GCA_963616565.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__W3P20-009;s__W3P20-009 sp963616565	95.79	0.932	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963639155.1, s__W3P20-009 sp963639155, 95.0, 90.78, 0.859; GCA_963607345.1, s__W3P20-009 sp963607345, 95.0, 92.84, 0.883	N/A	N/A	N/A	N/A
WILDCHIMP_D01_WC4_S4__DASTool_bins.maxbin2.117	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-448;s__CAG-448 sp963643175	GCA_963643175.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-448;s__CAG-448 sp963643175	96.33	0.892	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_022009675.1, s__CAG-448 sp003150135, 95.0, 86.65, 0.433	N/A	N/A	N/A	N/A
WILDCHIMP_D01_WC4_S4__DASTool_bins.metabat2.010	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Colicola;s__Colicola sp963655075	GCA_963655075.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Colicola;s__Colicola sp963655075	95.4	0.883	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963620225.1, s__Colicola sp963620225, 95.0, 93.81, 0.836	N/A	N/A	N/A	N/A
WILDCHIMP_D01_WC4_S4__DASTool_bins.metabat2.016_sub	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAVBBU01;s__	N/A	N/A	N/A	N/A	N/A	GCA_963593765.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAVBBU01;s__CAVBBU01 sp963593765	88.24	0.526	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAVBBU01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	90.79	11	0.98672	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_D01_WC4_S4__DASTool_bins.metabat2.052	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Oxalobacter;s__Oxalobacter sp963655605	GCA_963655605.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Oxalobacter;s__Oxalobacter sp963655605	97.88	0.928	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_027116575.1, s__Oxalobacter aliiformigenes, 95.0, 85.94, 0.48	N/A	N/A	N/A	N/A
WILDCHIMP_D01_WC4_S4__DASTool_bins.metabat2.058_sub	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA3830;f__CASESI01;g__CASESI01;s__	N/A	N/A	N/A	N/A	N/A	GCA_949290705.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA3830;f__CASESI01;g__CASESI01;s__CASESI01 sp949290705	93.05	0.888	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA3830;f__CASESI01;g__CASESI01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	85.15	11	0.99448	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_D01_WC4_S4__DASTool_bins.metabat2.063	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA6857;s__	N/A	N/A	N/A	N/A	N/A	GCA_002451715.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA6857;s__UBA6857 sp002451715	87.58	0.497	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA6857;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_934552855.1, s__UBA6857 sp934552855, 95.0, 83.99, 0.33; GCA_030525185.1, s__UBA6857 sp030525185, 95.0, 83.39, 0.273; GCA_934561055.1, s__UBA6857 sp934561055, 95.0, 82.88, 0.294; GCA_934511365.1, s__UBA6857 sp934511365, 95.0, 80.04, 0.159	94.96	11	0.99385	N/A
WILDCHIMP_D01_WC4_S4__DASTool_bins.metabat2.077	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Mogibacterium_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Mogibacterium_A;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	95.73	11	0.98509	N/A
WILDCHIMP_D01_WC4_S4__DASTool_bins.metabat2.079	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Ornithospirochaeta;s__	N/A	N/A	N/A	N/A	N/A	GCA_963638635.1	95.0	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Ornithospirochaeta;s__Ornithospirochaeta sp963638635	87.03	0.537	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Ornithospirochaeta;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	84.11	11	0.98942	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_D01_WC4_S4__DASTool_bins.metabat2.082	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__Phil12;s__Phil12 sp963627985	GCA_963627985.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__Phil12;s__Phil12 sp963627985	97.95	0.884	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963588535.1, s__Phil12 sp963588535, 95.0, 84.84, 0.364	N/A	N/A	N/A	N/A
WILDCHIMP_D01_WC4_S4__DASTool_bins.metabat2.101	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__	N/A	N/A	N/A	N/A	N/A	GCA_963631155.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella sp963631155	94.02	0.841	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963595075.1, s__Holdemanella sp963595075, 95.0, 87.75, 0.619	89.52	11	0.99889	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_D01_WC4_S4__DASTool_bins.metabat2.110	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp963620725	GCA_963620725.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp963620725	95.64	0.849	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963651005.1, s__Prevotella sp963651005, 95.0, 88.15, 0.614; GCA_963599475.1, s__Prevotella sp963599475, 95.0, 88.75, 0.657; GCA_963588695.1, s__Prevotella sp963588695, 95.0, 87.09, 0.54	N/A	N/A	N/A	N/A
WILDCHIMP_D01_WC4_S4__DASTool_bins.metabat2.133	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides sp963599905	GCA_963599905.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides sp963599905	98.76	0.858	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_900101355.1, s__Ruminococcoides bromii_A, 95.0, 90.04, 0.664	N/A	N/A	N/A	N/A
WILDCHIMP_D01_WC4_S4__DASTool_bins.metabat2.135	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Marvinbryantia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Marvinbryantia;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	93.86	11	0.96156	N/A
WILDCHIMP_D01_WC4_S4__DASTool_bins.metabat2.137	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UMGS973;s__	N/A	N/A	N/A	N/A	N/A	GCA_963648745.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UMGS973;s__UMGS973 sp963648745	93.16	0.708	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UMGS973;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963609975.1, s__UMGS973 sp963609975, 95.0, 92.2, 0.719; GCA_934256595.1, s__UMGS973 sp934256595, 95.0, 85.7, 0.432; GCA_900547295.1, s__UMGS973 sp900547295, 95.0, 85.52, 0.41; GCA_963590215.1, s__UMGS973 sp963590215, 95.0, 83.83, 0.247	94.72	11	0.99345	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_D01_WC4_S4__DASTool_bins.metabat2.141_sub	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAKUOV01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAKUOV01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	92.81	11	0.97489	N/A
WILDCHIMP_D01_WC4_S4__DASTool_bins.metabat2.142	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__Onthovivens;s__Onthovivens sp963626345	GCA_963626345.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__Onthovivens;s__Onthovivens sp963626345	95.38	0.886	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963618895.1, s__Onthovivens sp963618895, 95.0, 93.57, 0.847; GCA_963655445.1, s__Onthovivens sp963655445, 95.0, 87.53, 0.549; GCA_963632335.1, s__Onthovivens sp963632335, 95.0, 87.8, 0.522	N/A	N/A	N/A	N/A
WILDCHIMP_D02_WC12_S12__DASTool_bins.106	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	N/A	N/A	N/A	N/A	N/A	GCA_963593695.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp963593695	94.71	0.834	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963588155.1, s__Prevotella sp963588155, 95.0, 91.4, 0.758; GCA_963660075.1, s__Prevotella sp963660075, 95.0, 90.9, 0.703; GCA_963635115.1, s__Prevotella sp963635115, 95.0, 87.02, 0.525; GCA_963599465.1, s__Prevotella sp963599465, 95.0, 87.0, 0.553; GCA_036743855.1, s__Prevotella sp036743855, 95.0, 85.88, 0.453; GCA_036751585.1, s__Prevotella sp036751585, 95.0, 85.8, 0.475; GCA_022769825.1, s__Prevotella sp002299635, 95.0, 85.51, 0.507; GCA_002437565.1, s__Prevotella sp002437565, 95.0, 84.88, 0.444	96.27	11	0.9996	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_D02_WC12_S12__DASTool_bins.136	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__HGM13006;s__HGM13006 sp963650135	GCA_963650135.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__HGM13006;s__HGM13006 sp963650135	98.07	0.873	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_900756575.1, s__HGM13006 sp900756575, 95.0, 88.74, 0.595; GCA_905201305.1, s__HGM13006 sp905201305, 95.0, 87.96, 0.573; GCA_963615825.1, s__HGM13006 sp963615825, 95.0, 86.28, 0.409	N/A	N/A	N/A	N/A
WILDCHIMP_D02_WC12_S12__DASTool_bins.13_sub	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__	N/A	N/A	N/A	N/A	N/A	GCA_963661675.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum sp963661675	91.24	0.645	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_003096535.1, s__Agathobaculum butyriciproducens, 95.0, 90.24, 0.517; GCF_934504345.1, s__Agathobaculum sp934504345, 95.0, 87.3, 0.383; GCA_963645185.1, s__Agathobaculum sp963645185, 95.0, 83.65, 0.158	82.27	11	0.99818	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_D02_WC12_S12__DASTool_bins.16	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Laedolimicola;s__	N/A	N/A	N/A	N/A	N/A	GCA_963621925.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Laedolimicola;s__Laedolimicola sp963621925	94.01	0.859	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Laedolimicola;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963656395.1, s__Laedolimicola sp963656395, 95.0, 84.64, 0.242; GCA_963640245.1, s__Laedolimicola sp963640245, 95.0, 84.07, 0.397; GCF_025567165.1, s__Laedolimicola ammoniilytica, 95.0, 82.7, 0.199; GCF_040096155.1, s__Laedolimicola intestinihominis, 95.04, 81.97, 0.163	91.52	11	0.99744	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_D02_WC12_S12__DASTool_bins.164_sub	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp963628185	GCA_963628185.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp963628185	96.11	0.7	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
WILDCHIMP_D02_WC12_S12__DASTool_bins.169	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp963630025	GCA_963630025.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp963630025	96.43	0.884	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963636905.1, s__Prevotella sp963636905, 95.0, 88.31, 0.461; GCA_963659575.1, s__Prevotella sp963659575, 95.0, 90.23, 0.606; GCA_963590865.1, s__Prevotella sp963590865, 95.0, 85.15, 0.45	N/A	N/A	N/A	N/A
WILDCHIMP_D02_WC12_S12__DASTool_bins.177_sub	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Otoolea;s__	N/A	N/A	N/A	N/A	N/A	GCA_963657995.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Otoolea;s__Otoolea sp963657995	83.26	0.253	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Otoolea;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963637995.1, s__Otoolea sp963637995, 95.0, 80.95, 0.155	92.02	11	0.99094	N/A
