user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
WILDCHIMP_B04_WC26_S26__DASTool_bins.metabat2.115	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__UBA3789;s__UBA3789 sp934131175	GCA_934131175.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__UBA3789;s__UBA3789 sp934131175	98.57	0.859	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963661295.1, s__UBA3789 sp963661295, 95.0, 84.59, 0.28; GCA_934140575.1, s__UBA3789 sp934140575, 95.0, 82.72, 0.281; GCA_900543055.1, s__UBA3789 sp900543055, 95.0, 94.11, 0.802	N/A	N/A	N/A	N/A
WILDCHIMP_B04_WC26_S26__DASTool_bins.metabat2.123	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-791;s__CAG-791 sp963658405	GCA_963658405.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-791;s__CAG-791 sp963658405	97.42	0.893	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963596015.1, s__CAG-791 sp963596015, 95.0, 83.73, 0.291; GCA_963593905.1, s__CAG-791 sp963593905, 95.0, 83.66, 0.264	N/A	N/A	N/A	N/A
WILDCHIMP_B04_WC26_S26__DASTool_bins.metabat2.139	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-1193;s__	N/A	N/A	N/A	N/A	N/A	GCA_934130375.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-1193;s__CAG-1193 sp934130375	89.01	0.555	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-1193;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	82.98	11	0.99253	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_B04_WC26_S26__DASTool_bins.metabat2.147	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Tetragenococcus;s__	N/A	N/A	N/A	N/A	N/A	GCF_001544195.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Tetragenococcus;s__Tetragenococcus solitarius	83.28	0.391	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Tetragenococcus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_003841405.1, s__Tetragenococcus halophilus, 95.0, 80.47, 0.198; GCF_003795145.1, s__Tetragenococcus koreensis, 95.0, 80.38, 0.194; GCF_021474685.1, s__Tetragenococcus halophilus_B, 95.0, 80.32, 0.184; GCF_030161475.1, s__Tetragenococcus halophilus_C, 95.0, 79.93, 0.191; GCF_003795125.1, s__Tetragenococcus osmophilus, 95.0, 79.24, 0.154	96.25	11	0.98456	N/A
WILDCHIMP_B04_WC26_S26__DASTool_bins.metabat2.185	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum_A;s__	N/A	N/A	N/A	N/A	N/A	GCA_963640305.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum_A;s__Anaerotignum_A sp963640305	89.03	0.738	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum_A;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_003865035.1, s__Anaerotignum_A faecicola, 95.0, 81.4, 0.236; GCF_934277605.1, s__Anaerotignum_A sp934277605, 95.0, 80.0, 0.19	95.73	11	0.99298	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_B04_WC26_S26__DASTool_bins.metabat2.190	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-1000;s__CAG-1000 sp963645885	GCA_963645885.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-1000;s__CAG-1000 sp963645885	97.79	0.898	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_934096235.1, s__CAG-1000 sp934096235, 95.0, 88.11, 0.606; GCA_934086315.1, s__CAG-1000 sp934086315, 95.0, 87.66, 0.587; GCA_963607925.1, s__CAG-1000 sp963607925, 95.0, 94.49, 0.816; GCA_905193755.1, s__CAG-1000 sp905193755, 95.0, 87.51, 0.563; GCA_004552445.1, s__CAG-1000 sp004552445, 95.0, 90.75, 0.717; GCA_900768345.1, s__CAG-1000 sp900768345, 95.0, 95.06, 0.82; GCA_945935525.1, s__CAG-1000 sp945935525, 95.0, 87.57, 0.584; GCA_902492325.1, s__CAG-1000 sp902492325, 95.0, 94.03, 0.816	N/A	N/A	N/A	N/A
WILDCHIMP_B04_WC26_S26__DASTool_bins.metabat2.196	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_040096555.1, s__Coprococcus_A intestinihominis, 95.0, 86.35, 0.299; GCF_019734885.1, s__Coprococcus_A catus, 95.0, 84.14, 0.286	87.45	11	0.97737	N/A
WILDCHIMP_B04_WC26_S26__DASTool_bins.metabat2.205	d__Bacteria;p__Bacillota;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__Ructibacterium;s__Ructibacterium sp963632045	GCA_963632045.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__Ructibacterium;s__Ructibacterium sp963632045	96.98	0.806	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_900550775.1, s__Ructibacterium sp900550775, 95.0, 91.67, 0.747; GCA_934454115.1, s__Ructibacterium sp934454115, 95.0, 90.79, 0.676	N/A	N/A	N/A	N/A
WILDCHIMP_B04_WC26_S26__DASTool_bins.metabat2.209	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RGIG5612;s__	N/A	N/A	N/A	N/A	N/A	GCA_963589005.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RGIG5612;s__RGIG5612 sp963589005	87.91	0.632	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RGIG5612;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963599255.1, s__RGIG5612 sp963599255, 95.0, 88.34, 0.629; GCA_963591145.1, s__RGIG5612 sp963591145, 95.0, 83.26, 0.309	91.52	11	0.99659	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_B04_WC26_S26__DASTool_bins.metabat2.213	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Otoolea;s__Otoolea sp963637995	GCA_963637995.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Otoolea;s__Otoolea sp963637995	98.01	0.845	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
WILDCHIMP_B04_WC26_S26__DASTool_bins.metabat2.215	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium sp963623245	GCA_963623245.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium sp963623245	98.17	0.921	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_012932445.1, s__Bifidobacterium panos, 95.0, 86.33, 0.348	N/A	N/A	N/A	N/A
WILDCHIMP_B04_WC26_S26__DASTool_bins.metabat2.260_sub	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__RGIG7114;s__RGIG7114 sp963649145	GCA_963649145.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__RGIG7114;s__RGIG7114 sp963649145	99.72	0.925	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963605115.1, s__RGIG7114 sp963605115, 95.0, 94.42, 0.76; GCA_938023775.1, s__RGIG7114 sp938023775, 95.0, 94.81, 0.737	N/A	N/A	N/A	N/A
WILDCHIMP_B04_WC26_S26__DASTool_bins.metabat2.284_sub	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__UMGS1613;s__UMGS1613 sp963616135	GCA_963616135.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__UMGS1613;s__UMGS1613 sp963616135	97.98	0.795	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_934167485.1, s__UMGS1613 sp934167485, 95.0, 94.89, 0.662	N/A	N/A	N/A	N/A
WILDCHIMP_B04_WC26_S26__DASTool_bins.metabat2.310	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG806;s__RUG806 sp016297645	GCA_016297645.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG806;s__RUG806 sp016297645	95.16	0.919	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
WILDCHIMP_B04_WC26_S26__DASTool_bins.metabat2.318	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-288;g__Enterosoma;s__Enterosoma sp963653505	GCA_963653505.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-288;g__Enterosoma;s__Enterosoma sp963653505	99.1	0.956	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963617725.1, s__Enterosoma sp963617725, 95.0, 93.36, 0.789	N/A	N/A	N/A	N/A
WILDCHIMP_B04_WC26_S26__DASTool_bins.metabat2.320	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__Phil1;s__Phil1 sp963608365	GCA_963608365.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__Phil1;s__Phil1 sp963608365	95.85	0.862	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_902475645.1, s__Phil1 sp902475645, 95.0, 87.35, 0.536; GCA_001940855.1, s__Phil1 sp001940855, 95.0, 92.93, 0.721	N/A	N/A	N/A	N/A
WILDCHIMP_B04_WC26_S26__DASTool_bins.metabat2.342	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp963600165	GCA_963600165.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp963600165	97.47	0.878	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963656685.1, s__Alloprevotella sp963656685, 95.0, 84.79, 0.326; GCA_963649665.1, s__Alloprevotella sp963649665, 95.0, 85.81, 0.404; GCA_963589615.1, s__Alloprevotella timonensis_A, 95.0, 84.9, 0.353	N/A	N/A	N/A	N/A
WILDCHIMP_B04_WC26_S26__DASTool_bins.metabat2.365	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA2918;s__UBA2918 sp963639425	GCA_963639425.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA2918;s__UBA2918 sp963639425	97.66	0.953	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963607015.1, s__UBA2918 sp963607015, 95.0, 89.6, 0.804; GCA_963636255.1, s__UBA2918 sp963636255, 95.0, 85.83, 0.509; GCA_963618035.1, s__UBA2918 sp963618035, 95.0, 90.21, 0.736	N/A	N/A	N/A	N/A
WILDCHIMP_B04_WC26_S26__DASTool_bins.metabat2.405	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAVFJE01;s__CAVFJE01 sp963622845	GCA_963622845.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAVFJE01;s__CAVFJE01 sp963622845	98.5	0.94	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
WILDCHIMP_B04_WC26_S26__DASTool_bins.metabat2.441	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Firm-10;s__	N/A	N/A	N/A	N/A	N/A	GCA_934631025.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Firm-10;s__Firm-10 sp934631025	93.33	0.784	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Firm-10;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_004552515.1, s__Firm-10 sp004552515, 95.0, 92.18, 0.726; GCA_934636425.1, s__Firm-10 sp934636425, 95.0, 90.08, 0.617	91.46	11	0.99598	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_B04_WC26_S26__DASTool_bins.metabat2.451	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__RGIG4694;s__RGIG4694 sp934464775	GCA_934464775.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__RGIG4694;s__RGIG4694 sp934464775	96.82	0.897	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
WILDCHIMP_B04_WC26_S26__DASTool_bins.metabat2.471	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Colivivens;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Colivivens;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963626085.1, s__Colivivens sp963626085, 95.0, 83.65, 0.441; GCA_963594655.1, s__Colivivens sp963594655, 95.0, 83.41, 0.435	95.65	11	0.99243	N/A
WILDCHIMP_B04_WC26_S26__DASTool_bins.metabat2.503	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA6398;s__UBA6398 sp963644855	GCA_963644855.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA6398;s__UBA6398 sp963644855	99.01	0.963	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963626585.1, s__UBA6398 sp963626585, 95.0, 87.21, 0.688; GCA_963660485.1, s__UBA6398 sp963660485, 95.0, 87.26, 0.696	N/A	N/A	N/A	N/A
WILDCHIMP_B04_WC26_S26__DASTool_bins.metabat2.527_sub	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-288;g__Enterosoma;s__Enterosoma sp963589675	GCA_963589675.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-288;g__Enterosoma;s__Enterosoma sp963589675	97.53	0.9	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963643715.1, s__Enterosoma sp963643715, 95.0, 87.21, 0.64	N/A	N/A	N/A	N/A
WILDCHIMP_B04_WC26_S26__DASTool_bins.metabat2.536	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp963654395	GCA_963654395.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp963654395	98.42	0.905	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_003458705.1, s__Lachnospira sp003537285, 95.44, 86.7, 0.361; GCF_009680455.1, s__Lachnospira eligens_A, 95.58, 85.94, 0.353; GCA_963597265.1, s__Lachnospira sp963597265, 95.0, 86.17, 0.364; GCA_030537195.1, s__Lachnospira sp030537195, 95.0, 85.57, 0.345; GCA_003464165.1, s__Lachnospira sp003451515, 95.0, 85.55, 0.328; GCA_963590775.1, s__Lachnospira sp963590775, 95.0, 86.83, 0.418; GCF_000146185.1, s__Lachnospira eligens, 95.0, 86.41, 0.366	N/A	N/A	N/A	N/A
WILDCHIMP_B04_WC26_S26__DASTool_bins.metabat2.537	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter_A;s__	N/A	N/A	N/A	N/A	N/A	GCF_003574295.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter_A;s__Mediterraneibacter_A butyricigenes	86.99	0.458	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter_A;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	83.94	11	0.99473	N/A
WILDCHIMP_C04_WC27_S27__DASTool_bins.concoct.007_sub	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp963637655	GCA_963637655.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp963637655	96.66	0.892	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963621665.1, s__Prevotella sp963621665, 95.0, 89.3, 0.622; GCA_963604975.1, s__Prevotella sp963604975, 95.0, 87.18, 0.489; GCA_963653995.1, s__Prevotella sp963653995, 95.0, 86.45, 0.472	N/A	N/A	N/A	N/A
WILDCHIMP_C04_WC27_S27__DASTool_bins.concoct.013_sub	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia sp934567745	GCA_934567745.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia sp934567745	95.11	0.722	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
WILDCHIMP_C04_WC27_S27__DASTool_bins.concoct.054	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp963650425	GCA_963650425.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp963650425	95.22	0.927	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
WILDCHIMP_C04_WC27_S27__DASTool_bins.concoct.079	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes sp018918155	GCF_018918155.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes sp018918155	97.63	0.893	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
WILDCHIMP_C04_WC27_S27__DASTool_bins.concoct.105	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__UBA10281;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__UBA10281;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_934247225.1, s__UBA10281 sp934247225, 95.0, 86.64, 0.472; GCA_934254825.1, s__UBA10281 sp934254825, 95.0, 85.78, 0.441; GCA_934271735.1, s__UBA10281 sp934271735, 95.0, 85.11, 0.435	92.63	11	0.99094	N/A
WILDCHIMP_C04_WC27_S27__DASTool_bins.concoct.152_sub	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__UBA9732;s__UBA9732 sp963609725	GCA_963609725.1	95.0	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__UBA9732;s__UBA9732 sp963609725	95.75	0.892	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963610855.1, s__UBA9732 sp963610855, 95.0, 86.36, 0.414; GCA_963628205.1, s__UBA9732 sp963628205, 95.0, 85.17, 0.427	N/A	N/A	N/A	N/A
WILDCHIMP_C04_WC27_S27__DASTool_bins.concoct.160	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__SIG603;s__	N/A	N/A	N/A	N/A	N/A	GCA_963621245.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__SIG603;s__SIG603 sp963621245	94.36	0.918	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__SIG603;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963657025.1, s__SIG603 sp963657025, 95.0, 85.52, 0.303; GCA_963597005.1, s__SIG603 sp963597005, 95.0, 85.12, 0.334; GCA_963611165.1, s__SIG603 sp963611165, 95.0, 84.24, 0.388; GCA_963589785.1, s__SIG603 sp963589785, 95.0, 83.55, 0.408	97.38	11	0.9984	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_C04_WC27_S27__DASTool_bins.concoct.198	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG420;s__RUG420 sp963640645	GCA_963640645.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG420;s__RUG420 sp963640645	95.69	0.908	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963600825.1, s__RUG420 sp963600825, 95.0, 89.97, 0.77; GCA_963623075.1, s__RUG420 sp963623075, 95.0, 88.29, 0.74; GCA_963638085.1, s__RUG420 sp963638085, 95.0, 90.92, 0.845; GCA_963620745.1, s__RUG420 sp963620745, 95.0, 90.86, 0.824; GCA_963647215.1, s__RUG420 sp963647215, 95.0, 90.56, 0.84	N/A	N/A	N/A	N/A
WILDCHIMP_C04_WC27_S27__DASTool_bins.concoct.236	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-488;s__	N/A	N/A	N/A	N/A	N/A	GCA_934456435.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-488;s__CAG-488 sp934456435	94.69	0.887	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-488;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963616775.1, s__CAG-488 sp963616775, 95.0, 90.82, 0.718; GCA_937892835.1, s__CAG-488 sp937892835, 95.0, 84.69, 0.164; GCA_900554995.1, s__CAG-488 sp900554995, 95.0, 84.33, 0.177; GCA_963631735.1, s__CAG-488 sp963631735, 95.0, 83.23, 0.247; GCA_002449395.1, s__CAG-488 sp002449395, 95.0, 82.66, 0.26; GCA_937892905.1, s__CAG-488 sp003486665, 95.0, 82.5, 0.207; GCA_036310785.1, s__CAG-488 sp036310785, 95.0, 82.41, 0.166; GCA_934488615.1, s__CAG-488 sp934488615, 95.0, 82.35, 0.265; GCA_000434915.1, s__CAG-488 sp000434915, 95.0, 82.01, 0.221; GCA_963625295.1, s__CAG-488 sp963625295, 95.0, 81.96, 0.196; GCA_000434055.1, s__CAG-488 sp000434055, 95.0, 81.66, 0.204; GCA_963649715.1, s__CAG-488 sp963649715, 95.0, 81.15, 0.194; GCA_016292785.1, s__CAG-488 sp016292785, 95.0, 80.97, 0.186; GCA_963648385.1, s__CAG-488 sp963648385, 95.0, 80.85, 0.173	92.81	11	0.99465	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_C04_WC27_S27__DASTool_bins.concoct.293_sub	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__HGM10836;s__	N/A	N/A	N/A	N/A	N/A	GCA_900772095.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__HGM10836;s__HGM10836 sp900772095	82.35	0.198	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__HGM10836;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	83.78	11	0.97258	N/A
WILDCHIMP_C04_WC27_S27__DASTool_bins.maxbin2.093_sub	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__UBA4951;s__	N/A	N/A	N/A	N/A	N/A	GCA_963641445.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__UBA4951;s__UBA4951 sp963641445	92.72	0.79	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__UBA4951;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963654035.1, s__UBA4951 sp963654035, 95.0, 84.44, 0.236; GCA_963643355.1, s__UBA4951 sp963643355, 95.0, 82.47, 0.304; GCA_963648925.1, s__UBA4951 sp963648925, 95.0, 81.68, 0.281; GCA_963638555.1, s__UBA4951 sp963638555, 95.0, 80.26, 0.202; GCA_963623195.1, s__UBA4951 sp963623195, 95.0, 80.02, 0.211	87.03	11	0.99896	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_C04_WC27_S27__DASTool_bins.maxbin2.131_sub	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__	N/A	N/A	N/A	N/A	N/A	GCA_963640685.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp963640685	93.77	0.886	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_934633985.1, s__SFEL01 sp934633985, 95.0, 82.04, 0.198; GCA_004557245.1, s__SFEL01 sp004557245, 95.0, 80.79, 0.165	89.59	11	0.99579	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
