user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
WILDCHIMP_B05_WC34_S34__DASTool_bins.concoct.055_sub	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anthropogastromicrobium;s__Anthropogastromicrobium chipingensis_A	GCA_963605535.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anthropogastromicrobium;s__Anthropogastromicrobium chipingensis_A	97.3	0.708	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963604075.1, s__Anthropogastromicrobium sp963604075, 95.0, 86.76, 0.415; GCA_963652495.1, s__Anthropogastromicrobium sp963652495, 95.0, 88.48, 0.487; GCA_963626545.1, s__Anthropogastromicrobium sp963626545, 95.0, 93.04, 0.648	N/A	N/A	N/A	N/A
WILDCHIMP_B05_WC34_S34__DASTool_bins.concoct.100	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Egerieousia;s__Egerieousia sp963643305	GCA_963643305.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Egerieousia;s__Egerieousia sp963643305	95.81	0.902	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963636615.1, s__Egerieousia sp963636615, 95.0, 92.42, 0.837	N/A	N/A	N/A	N/A
WILDCHIMP_B05_WC34_S34__DASTool_bins.concoct.118_sub	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	91.82	11	0.90111	N/A
WILDCHIMP_B05_WC34_S34__DASTool_bins.concoct.156	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	N/A	N/A	N/A	N/A	N/A	GCA_963653995.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp963653995	93.64	0.858	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963621665.1, s__Prevotella sp963621665, 95.0, 89.89, 0.686; GCA_963604975.1, s__Prevotella sp963604975, 95.0, 88.5, 0.607; GCA_963637655.1, s__Prevotella sp963637655, 95.0, 86.43, 0.462	93.29	11	0.99767	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_B05_WC34_S34__DASTool_bins.concoct.187	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Laedolimicola;s__	N/A	N/A	N/A	N/A	N/A	GCA_963621925.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Laedolimicola;s__Laedolimicola sp963621925	89.82	0.679	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Laedolimicola;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963640245.1, s__Laedolimicola sp963640245, 95.0, 84.82, 0.352; GCA_963656395.1, s__Laedolimicola sp963656395, 95.0, 84.24, 0.177	83.9	11	0.99263	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_B05_WC34_S34__DASTool_bins.concoct.188	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	N/A	N/A	N/A	N/A	N/A	GCA_963659135.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp963659135	83.51	0.417	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963639385.1, s__Prevotella sp963639385, 95.0, 81.26, 0.211	93.96	11	0.99595	N/A
WILDCHIMP_B05_WC34_S34__DASTool_bins.concoct.204	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-288;g__Enterosoma;s__	N/A	N/A	N/A	N/A	N/A	GCA_963621825.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-288;g__Enterosoma;s__Enterosoma sp963621825	87.65	0.632	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-288;g__Enterosoma;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963654365.1, s__Enterosoma sp963654365, 95.0, 84.66, 0.534; GCA_963643715.1, s__Enterosoma sp963643715, 95.0, 83.15, 0.433; GCA_963589675.1, s__Enterosoma sp963589675, 95.0, 83.07, 0.332	87.71	11	0.99805	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_B05_WC34_S34__DASTool_bins.concoct.229	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Hallerella;s__	N/A	N/A	N/A	N/A	N/A	GCA_963629575.1	95.0	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Hallerella;s__Hallerella sp963629575	93.84	0.843	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Hallerella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963660435.1, s__Hallerella sp963660435, 95.0, 91.38, 0.823; GCA_963652365.1, s__Hallerella sp963652365, 95.0, 90.26, 0.78; GCA_963660275.1, s__Hallerella sp963660275, 95.0, 87.74, 0.611; GCA_963656065.1, s__Hallerella sp963656065, 95.0, 86.15, 0.587; GCA_934691725.1, s__Hallerella sp934691725, 95.0, 86.09, 0.555; GCA_934700345.1, s__Hallerella sp934700345, 95.0, 85.58, 0.532; GCA_963597395.1, s__Hallerella sp963597395, 95.0, 81.83, 0.294	92.73	11	0.99476	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_B05_WC34_S34__DASTool_bins.concoct.265	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA6382;s__UBA6382 sp963617965	GCA_963617965.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA6382;s__UBA6382 sp963617965	97.03	0.88	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963634195.1, s__UBA6382 sp963634195, 95.0, 93.62, 0.803	N/A	N/A	N/A	N/A
WILDCHIMP_B05_WC34_S34__DASTool_bins.maxbin2.226_sub	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-302;s__	N/A	N/A	N/A	N/A	N/A	GCA_963601985.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-302;s__CAG-302 sp963601985	93.76	0.735	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-302;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_900543825.1, s__CAG-302 sp900543825, 95.0, 86.58, 0.395; GCA_934098435.1, s__CAG-302 sp934098435, 95.0, 86.09, 0.395	80.48	11	0.99521	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_B05_WC34_S34__DASTool_bins.maxbin2.248	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina ventriculi	GCF_900456775.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina ventriculi	98.37	0.905	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_030526875.1, s__Sarcina perfringens_A, 95.0, 84.13, 0.348; GCA_963559995.1, s__Sarcina sp963559995, 95.0, 83.38, 0.329	N/A	N/A	N/A	N/A
WILDCHIMP_B05_WC34_S34__DASTool_bins.metabat2.027	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-448;s__CAG-448 sp963643175	GCA_963643175.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-448;s__CAG-448 sp963643175	96.5	0.868	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_022009675.1, s__CAG-448 sp003150135, 95.0, 87.09, 0.39	N/A	N/A	N/A	N/A
WILDCHIMP_B05_WC34_S34__DASTool_bins.metabat2.047	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp963651605	GCA_963651605.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp963651605	96.28	0.898	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963657455.1, s__Parabacteroides sp963657455, 95.0, 93.82, 0.863	N/A	N/A	N/A	N/A
WILDCHIMP_B05_WC34_S34__DASTool_bins.metabat2.051	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA5884;s__	N/A	N/A	N/A	N/A	N/A	GCA_018376535.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA5884;s__UBA5884 sp018376535	94.92	0.846	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA5884;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_021200215.1, s__UBA5884 sp021200215, 95.0, 82.1, 0.226	97.22	11	0.9968	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_B05_WC34_S34__DASTool_bins.metabat2.066	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__UBA3789;s__UBA3789 sp963661295	GCA_963661295.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__UBA3789;s__UBA3789 sp963661295	96.86	0.812	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_934140575.1, s__UBA3789 sp934140575, 95.0, 91.07, 0.71; GCA_934131175.1, s__UBA3789 sp934131175, 95.0, 84.53, 0.325; GCA_900543055.1, s__UBA3789 sp900543055, 95.0, 83.21, 0.27	N/A	N/A	N/A	N/A
WILDCHIMP_B05_WC34_S34__DASTool_bins.metabat2.108_sub	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotaphodocola;s__	N/A	N/A	N/A	N/A	N/A	GCA_963589345.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotaphodocola;s__Brotaphodocola sp963589345	88.89	0.637	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotaphodocola;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963642615.1, s__Brotaphodocola sp963642615, 95.0, 84.94, 0.429; GCA_963645005.1, s__Brotaphodocola sp963645005, 95.0, 82.64, 0.198; GCF_040096075.1, s__Brotaphodocola faecis, 95.0, 82.48, 0.217; GCF_003478505.1, s__Brotaphodocola sp003478505, 95.0, 82.48, 0.201; GCF_964246085.1, s__Brotaphodocola sp003480315, 95.0, 82.15, 0.208	90.37	11	0.99536	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_B05_WC34_S34__DASTool_bins.metabat2.114	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-288;g__Scatoplasma;s__	N/A	N/A	N/A	N/A	N/A	GCA_963622735.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-288;g__Scatoplasma;s__Scatoplasma sp963622735	91.36	0.705	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-288;g__Scatoplasma;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963639175.1, s__Scatoplasma sp963639175, 95.0, 82.24, 0.276	88.84	11	0.99709	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_B05_WC34_S34__DASTool_bins.metabat2.121	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas_A;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	85.9	11	0.93624	N/A
WILDCHIMP_B05_WC34_S34__DASTool_bins.metabat2.162	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__UBA4951;s__	N/A	N/A	N/A	N/A	N/A	GCA_963657245.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__UBA4951;s__UBA4951 sp963657245	90.5	0.798	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__UBA4951;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963611905.1, s__UBA4951 sp963611905, 95.0, 84.22, 0.388; GCA_963655775.1, s__UBA4951 sp963655775, 95.0, 83.42, 0.378	89.91	11	0.99844	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_B05_WC34_S34__DASTool_bins.metabat2.181_sub	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__UBA737 sp934446475	GCA_934446475.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__UBA737 sp934446475	95.98	0.849	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
WILDCHIMP_B05_WC34_S34__DASTool_bins.metabat2.188	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA1067;g__Spyradenecus;s__	N/A	N/A	N/A	N/A	N/A	GCA_963608725.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA1067;g__Spyradenecus;s__Spyradenecus sp963608725	93.15	0.848	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA1067;g__Spyradenecus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	84.05	11	0.99708	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_B05_WC34_S34__DASTool_bins.metabat2.195_sub	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UMGS1766;s__	N/A	N/A	N/A	N/A	N/A	GCA_963660915.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UMGS1766;s__UMGS1766 sp963660915	86.08	0.515	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UMGS1766;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963597355.1, s__UMGS1766 sp963597355, 95.0, 86.49, 0.587	88.3	11	0.99448	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_B05_WC34_S34__DASTool_bins.metabat2.218_sub	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp963637465	GCA_963637465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp963637465	95.88	0.737	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963633505.1, s__Cryptobacteroides sp963633505, 95.0, 91.55, 0.714	N/A	N/A	N/A	N/A
WILDCHIMP_B05_WC34_S34__DASTool_bins.metabat2.299	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__Onthovivens;s__	N/A	N/A	N/A	N/A	N/A	GCA_963661135.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__Onthovivens;s__Onthovivens sp963661135	93.84	0.795	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__Onthovivens;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963619035.1, s__Onthovivens sp963619035, 95.0, 87.87, 0.688; GCA_963611005.1, s__Onthovivens sp963611005, 95.0, 84.34, 0.291	87.87	11	0.99826	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_B05_WC34_S34__DASTool_bins.metabat2.339	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Oxalobacter;s__Oxalobacter sp963655605	GCA_963655605.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Oxalobacter;s__Oxalobacter sp963655605	97.92	0.903	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
WILDCHIMP_B05_WC34_S34__DASTool_bins.metabat2.341	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp944324505	GCF_944324505.1	95.0	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp944324505	95.12	0.853	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
WILDCHIMP_C05_WC35_S35__DASTool_bins.concoct.003	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotaphodocola;s__	N/A	N/A	N/A	N/A	N/A	GCA_963589345.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotaphodocola;s__Brotaphodocola sp963589345	89.21	0.631	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotaphodocola;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963642615.1, s__Brotaphodocola sp963642615, 95.0, 85.92, 0.399; GCF_003478505.1, s__Brotaphodocola sp003478505, 95.0, 83.77, 0.19; GCF_040096075.1, s__Brotaphodocola faecis, 95.0, 83.61, 0.196; GCA_963645005.1, s__Brotaphodocola sp963645005, 95.0, 82.97, 0.187; GCF_964246085.1, s__Brotaphodocola sp003480315, 95.0, 82.95, 0.184	82.17	11	0.99515	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_C05_WC35_S35__DASTool_bins.concoct.049	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__	N/A	N/A	N/A	N/A	N/A	GCA_963656685.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp963656685	90.78	0.773	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963589615.1, s__Alloprevotella timonensis_A, 95.0, 90.11, 0.78; GCA_963649665.1, s__Alloprevotella sp963649665, 95.0, 85.5, 0.439; GCA_963600165.1, s__Alloprevotella sp963600165, 95.0, 84.95, 0.337	94.6	11	0.99838	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_C05_WC35_S35__DASTool_bins.concoct.051	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__	N/A	N/A	N/A	N/A	N/A	GCA_963625415.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp963625415	91.8	0.779	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963614515.1, s__Cryptobacteroides sp963614515, 95.0, 89.92, 0.621; GCA_963607915.1, s__Cryptobacteroides sp963607915, 95.0, 86.54, 0.331	93.19	11	0.99572	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_C05_WC35_S35__DASTool_bins.concoct.055	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-288;g__Enterosoma;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-288;g__Enterosoma;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	88.76	11	0.99087	N/A
WILDCHIMP_C05_WC35_S35__DASTool_bins.concoct.056	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;s__Faecalibacillus sp963618275	GCA_963618275.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;s__Faecalibacillus sp963618275	98.44	0.87	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_958421935.1, s__Faecalibacillus sp900544435, 95.0, 93.28, 0.809; GCA_030540195.1, s__Faecalibacillus sp030540195, 95.0, 88.78, 0.562; GCF_003024675.1, s__Faecalibacillus faecis, 95.0, 87.88, 0.547; GCF_003024685.1, s__Faecalibacillus intestinalis, 95.0, 90.59, 0.617	N/A	N/A	N/A	N/A
WILDCHIMP_C05_WC35_S35__DASTool_bins.concoct.074	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp963611035	GCA_963611035.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp963611035	96.19	0.84	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_900543885.1, s__Enterocloster sp900543885, 95.0, 86.99, 0.418; GCF_003473545.1, s__Enterocloster sp000431375, 95.0, 88.49, 0.52; GCA_025758065.1, s__Enterocloster sp900541315, 95.0, 87.59, 0.454; GCA_963621525.1, s__Enterocloster sp963621525, 95.0, 88.49, 0.64; GCA_963644495.1, s__Enterocloster sp963644495, 95.0, 93.98, 0.746	N/A	N/A	N/A	N/A
WILDCHIMP_C05_WC35_S35__DASTool_bins.concoct.089_sub	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	N/A	N/A	N/A	N/A	N/A	GCA_963603165.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp963603165	89.43	0.572	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963613305.1, s__Collinsella sp963613305, 95.0, 87.18, 0.41; GCA_963611895.1, s__Collinsella sp963611895, 95.0, 86.94, 0.304	84.33	11	0.98549	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_C05_WC35_S35__DASTool_bins.concoct.093	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_902771755.1, s__Ruminococcoides sp902771755, 95.0, 93.28, 0.735; GCA_902766775.1, s__Ruminococcoides sp902766775, 95.0, 91.23, 0.715; GCF_040096305.1, s__Ruminococcoides intestinale, 95.12, 91.09, 0.663; GCF_002834225.1, s__Ruminococcoides bromii, 95.0, 90.91, 0.657; GCA_905215855.1, s__Ruminococcoides sp905215855, 95.0, 90.78, 0.694	95.02	11	0.99367	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_C05_WC35_S35__DASTool_bins.concoct.097_sub	d__Bacteria;p__Bacillota;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__JAEELC01;s__	N/A	N/A	N/A	N/A	N/A	GCA_963628445.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__JAEELC01;s__JAEELC01 sp963628445	88.08	0.513	d__Bacteria;p__Bacillota;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__JAEELC01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963588755.1, s__JAEELC01 sp963588755, 95.0, 88.94, 0.578; GCA_963605425.1, s__JAEELC01 sp963605425, 95.0, 82.7, 0.327	89.77	11	0.99611	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_C05_WC35_S35__DASTool_bins.concoct.114_sub	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-288;g__Enterosoma;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-288;g__Enterosoma;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963617725.1, s__Enterosoma sp963617725, 95.0, 87.3, 0.594; GCA_963653505.1, s__Enterosoma sp963653505, 95.0, 84.97, 0.464	88.44	11	0.99668	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_C05_WC35_S35__DASTool_bins.concoct.136	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-288;g__Enterosoma;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-288;g__Enterosoma;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	84.65	11	0.97797	N/A
